"","X","PRT_ID","AREA","INT_SQFT","DATE_SALE","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","DATE_BUILD","BUILDTYPE","UTILITY_AVAIL","STREET","REG_FEE","COMMIS","SALES_PRICE","YEAR_BUILD","YEAR_SOLD"
"2366",2366,"P00654","Chromepet",1067,"06-11-2013",138,1,1,3,"Family","No","14-11-1982","Housing","No_Sew_Water","Gravel",227811,145799,9112450,"1982","2013"
"2367",2367,"P01279","Chromepet",733,"06-09-2012",29,1,1,2,"Adj Land","Yes","13-09-1987","Commercial","AllPub","NoAccess",348109,84390,10548750,"1987","2012"
"2368",2368,"P00382","Anna Nagar",1856,"26-05-2014",99,2,1,5,"Partial","No","31-05-1994","Other","AllPub","Gravel",467548,212522,14168130,"1994","2014"
"2369",2369,"P08571","Chromepet",961,"03-11-2007",78,1,1,3,"Normal Sale","No","11-11-1974","Other","No_Sew_Water","Paved",218460,84023,8402320,"1974","2007"
"2370",2370,"P06645","Karapakkam",681,"06-07-2009",59,1,1,2,"Family","No","18-07-1960","Housing","ELO","Paved",132013,23762,2640250,"1960","2009"
"2371",2371,"P04221","Velachery",1550,"13-10-2010",81,2,1,4,"Partial","No","17-10-1994","Commercial","AllPub","Gravel",493507,209740,12337670,"1994","2010"
"2372",2372,"P00119","Anna Nagar",1766,"30-11-2014",73,1,1,4,"Partial","No","06-12-1991","Commercial","ELO","NoAccess",602559,301279,17722310,"1991","2014"
"2373",2373,"P02873","Chromepet",983,"08-07-2011",49,1,1,3,"Partial","No","15-07-1982","Other","AllPub","Paved",287311,80806,8978460,"1982","2011"
"2374",2374,"P04794","Anna Nagar",1638,"30-06-2010",24,1,1,4,"Normal Sale","No","05-07-1991","Housing","AllPub","NoAccess",346993,199784,10514930,"1991","2010"
"2375",2375,"P07333","KK Nagar",2092,"18-12-2008",119,3,2,5,"Normal Sale","No","20-12-2001","Housing","No_Sew_Water","Paved",560155,228635,11431740,"2001","2008"
"2376",2376,"P01232","Chromepet",942,"08-10-2012",44,1,1,3,"Adj Land","No","16-10-1982","Housing","No_Sew_Water","NoAccess",237399,23740,7913300,"1982","2012"
"2377",2377,"P02322","Karapakkam",1627,"24-10-2011",8,2,2,4,"Adj Land","No","02-11-1972","Housing","AllPub","NoAccess",248245,127150,6054750,"1972","2011"
"2378",2378,"P07900","Chromepet",932,"30-06-2008",139,1,1,3,"Normal Sale","No","07-07-1980","Housing","No_Sew_Water","Paved",230099,107859,7190600,"1980","2008"
"2379",2379,"P06045","Karapakkam",715,"03-11-2009",186,1,1,2,"Adj Land","No","09-11-1986","Housing","AllPub","Paved",218945,56009,5091750,"1986","2009"
"2380",2380,"P06637","Karapakkam",1140,"09-07-2009",194,1,1,3,"Adj Land","Yes","22-07-1959","Other","AllPub","Gravel",202089,104304,6519000,"1959","2009"
"2381",2381,"P00473","Anna Nagar",1658,"18-03-2014",113,1,1,4,"Normal Sale","Yes","25-03-1987","Other","AllPub","Paved",373769,129382,14375730,"1987","2014"
"2382",2382,"P04867","Adyar",1112,"15-06-2010",26,1,1,3,"Abnormal","No","19-06-1992","Commercial","AllPub","NoAccess",388742,35340,11780070,"1992","2010"
"2383",2383,"P03819","Anna Nagar",1584,"06-01-2011",9,1,1,4,"Partial","No","15-01-1976","Other","No_Sew_Water","NoAccess",298650,77428,11061120,"1976","2011"
"2384",2384,"P09761","Velachery",1894,"05-09-2005",34,3,2,5,"Adj Land","No","10-09-1987","Commercial","No_Sew_Water","NoAccess",560886,240380,16025310,"1987","2005"
"2385",2385,"P06791","Adyar",791,"22-05-2009",92,1,1,2,"Normal Sale","Yes","27-05-1989","Housing","No_Sew_Water","Paved",231819,6818,6818200,"1989","2009"
"2386",2386,"P04710","Chromepet",715,"14-07-2010",50,1,1,2,"Partial","No","23-07-1975","Other","No_Sew_Water","Gravel",218514,80122,7283800,"1975","2010"
"2387",2387,"P04550","KK Nagar",2495,"11-08-2010",191,4,2,6,"Family","No","18-08-1982","Housing","No_Sew_Water","Gravel",474869,174952,12496560,"1982","2010"
"2388",2388,"P04254","Karapakkam",1015,"05-10-2010",109,1,1,3,"Normal Sale","No","16-10-1966","Commercial","ELO","Paved",269244,186975,7479000,"1966","2010"
"2389",2389,"P01516","Chromepet",1125,"26-03-2012",191,1,1,3,"Family","No","29-03-2003","Commercial","AllPub","Paved",340349,143994,13090350,"2003","2012"
"2390",2390,"P07061","Anna Nagar",1964,"08-03-2009",156,2,1,5,"Adj Land","No","18-03-1968","Other","No_Sew_Water","Paved",395886,163815,13651240,"1968","2009"
"2391",2391,"P02220","KK Nagar",1975,"13-11-2011",177,3,2,5,"Partial","No","15-11-2002","Commercial","No_Sew_Water","Gravel",648614,324307,15443180,"2002","2011"
"2392",2392,"P01932","KK Nagar",1759,"13-01-2012",104,2,1,4,"Family","No","15-01-2001","Other","No_Sew_Water","Gravel",510010,95627,10625200,"2001","2012"
"2393",2393,"P00378","Chromepet",1222,"28-05-2014",76,2,1,4,"Partial","Yes","04-06-1987","Other","AllPub","NoAccess",338220,105694,10569390,"1987","2014"
"2394",2394,"P02874","Anna Nagar",1587,"08-07-2011",147,1,1,4,"Abnormal","No","18-07-1969","Housing","No_Sew_Water","NoAccess",272009,152325,10880340,"1969","2011"
"2395",2395,"P09947","Velachery",1992,"28-07-2004",162,3,2,5,"Normal Sale","Yes","30-07-1998","Housing","No_Sew_Water","Gravel",370435,150177,10011770,"1998","2004"
"2396",2396,"P08142","KK Nagar",2458,"10-04-2008",85,4,2,6,"Adj Land","No","12-04-2003","Commercial","No_Sew_Water","Gravel",765316,463218,20139900,"2003","2008"
"2397",2397,"P06321","Adyar",837,"14-09-2009",151,1,1,3,"Abnormal","Yes","23-09-1972","Commercial","AllPub","NoAccess",345787,43223,10805855,"1972","2009"
"2398",2398,"P01661","Karapakkam",964,"29-02-2012",170,1,1,3,"Normal Sale","No","07-03-1985","Commercial","ELO","Paved",361384,132214,8814250,"1985","2012"
"2399",2399,"P05444","Karapakkam",1170,"22-02-2010",78,1,1,3,"Abnormal","Yes","04-03-1969","Housing","No_Sew_Water","Paved",283404,144594,5783750,"1969","2010"
"2400",2400,"P01045","Anna Nagar",1823,"29-01-2013",13,2,1,5,"Normal Sale","Yes","09-02-1971","Commercial","No_Sew_Water","Paved",603768,270655,20819590,"1971","2013"
"2401",2401,"P08197","Adyar",1159,"25-03-2008",140,1,1,3,"Normal Sale","Yes","04-04-1968","Housing","AllPub","Gravel",334221,135777,10444400,"1968","2008"
"2402",2402,"P03400","Adyar",1288,"02-04-2011",45,2,2,4,"Adj Land","No","09-04-1983","Housing","No_Sew_Water","Gravel",334129,117928,9827320,"1983","2011"
"2403",2403,"P00448","Anna Nagar",1724,"09-04-2014",66,1,1,4,"Abnormal","Yes","20-04-1971","Housing","No_Sew_Water","Gravel",406008,233762,12303260,"1971","2014"
"2404",2404,"P03236","Adyar",1130,"29-04-2011",124,1,1,3,"Family","Yes","08-05-1975","Housing","ELO","Gravel",348034,49719,9943840,"1975","2011"
"2405",2405,"P06071","Anna Nagar",1977,"29-10-2009",153,2,1,5,"Partial","No","06-11-1976","Housing","No_Sew_Water","NoAccess",300826,189409,11141710,"1976","2009"
"2406",2406,"P01544","Adyar",633,"21-03-2012",138,1,1,2,"Normal Sale","No","30-03-1978","Housing","AllPub","Gravel",191063,5620,5619510,"1978","2012"
"2407",2407,"P00298","Chromepet",1237,"17-07-2014",41,2,1,4,"Family","No","26-07-1977","Other","AllPub","NoAccess",249835,86481,9609040,"1977","2014"
"2408",2408,"P09381","Anna Nagar",1599,"28-12-2006",137,1,1,4,"Partial","No","06-01-1972","Housing","AllPub","NoAccess",311797,116924,9743650,"1972","2006"
"2409",2409,"P01866","Karapakkam",969,"25-01-2012",125,1,1,3,"Normal Sale","No","02-02-1979","Housing","No_Sew_Water","NoAccess",181761,92814,3867250,"1979","2012"
"2410",2410,"P07468","Chromepet",1292,"31-10-2008",166,2,1,4,"Normal Sale","No","10-11-1970","Housing","No_Sew_Water","Gravel",264855,160805,9459100,"1970","2008"
"2411",2411,"P00852","Chromepet",1229,"14-06-2013",146,2,1,4,"Family","No","21-06-1987","Housing","No_Sew_Water","Gravel",278859,102248,9295300,"1987","2013"
"2412",2412,"P02622","Chromepet",768,"01-09-2011",87,1,1,2,"Family","No","03-09-2001","Housing","AllPub","NoAccess",190106,47527,6789500,"2001","2011"
"2413",2413,"P08787","Anna Nagar",1878,"19-08-2007",4,2,1,5,"Partial","Yes","29-08-1967","Other","No_Sew_Water","NoAccess",427188,256313,14239590,"1967","2007"
"2414",2414,"P07494","KK Nagar",2134,"23-10-2008",167,3,2,5,"Family","Yes","29-10-1987","Other","No_Sew_Water","Gravel",475705,167140,12856900,"1987","2008"
"2415",2415,"P05053","Adyar",682,"08-05-2010",6,1,1,2,"Adj Land","No","11-05-1996","Commercial","No_Sew_Water","NoAccess",343368,49053,9810510,"1996","2010"
"2416",2416,"P01264","TNagar",1815,"17-09-2012",49,2,1,5,"Partial","Yes","23-09-1989","Housing","No_Sew_Water","Gravel",404436,247880,13046310,"1989","2012"
"2417",2417,"P06770","KK Nagar",1687,"30-05-2009",111,2,1,4,"Abnormal","No","03-06-1994","Housing","No_Sew_Water","Gravel",398926,107029,9729900,"1994","2009"
"2418",2418,"P02232","Karapakkam",535,"10-11-2011",8,1,1,2,"Abnormal","No","21-11-1964","Other","No_Sew_Water","NoAccess",149931,53821,3844375,"1964","2011"
"2419",2419,"P08697","Chromepet",1109,"17-09-2007",109,1,1,3,"Family","Yes","26-09-1971","Housing","AllPub","Gravel",257314,128657,9189800,"1971","2007"
"2420",2420,"P05470","KK Nagar",1333,"19-02-2010",114,2,1,4,"Abnormal","No","22-02-2000","Housing","No_Sew_Water","Paved",371650,202718,8446600,"2000","2010"
"2421",2421,"P09855","Velachery",1987,"03-02-2005",80,3,2,5,"Family","Yes","14-02-1961","Other","No_Sew_Water","Gravel",443017,135366,12306030,"1961","2005"
"2422",2422,"P01397","Chromepet",943,"04-06-2012",131,1,1,3,"Abnormal","Yes","11-06-1985","Commercial","No_Sew_Water","Paved",354352,36657,12219050,"1985","2012"
"2423",2423,"P09901","Velachery",1633,"12-11-2004",92,2,1,4,"Family","Yes","22-11-1965","Commercial","AllPub","NoAccess",494752,240308,14135780,"1965","2004"
"2424",2424,"P02715","Karapakkam",1513,"12-08-2011",126,2,2,4,"Adj Land","Yes","21-08-1974","Commercial","ELO","NoAccess",554292,127025,11547750,"1974","2011"
"2425",2425,"P02580","Anna Nagar",1910,"08-09-2011",74,2,1,5,"Abnormal","No","18-09-1971","Other","No_Sew_Water","Gravel",569124,270334,14228100,"1971","2011"
"2426",2426,"P04694","Velachery",1581,"17-07-2010",42,2,1,4,"Abnormal","No","27-07-1968","Other","AllPub","NoAccess",378264,113479,9456590,"1968","2010"
"2427",2427,"P04470","Chromepet",1239,"25-08-2010",84,2,1,4,"Normal Sale","Yes","01-09-1983","Other","No_Sew_Water","Gravel",328590,127196,10599680,"1983","2010"
"2428",2428,"P01973","Karapakkam",1414,"06-01-2012",43,2,2,4,"Abnormal","Yes","11-01-1992","Housing","AllPub","Gravel",332185,199311,9491000,"1992","2012"
"2429",2429,"P09000","Chromepet",755,"18-05-2007",82,1,1,2,"Partial","No","21-05-1995","Housing","No_Sew_Water","Gravel",209160,104580,6972000,"1995","2007"
"2430",2430,"P00507","Chromepet",826,"14-02-2014",137,1,1,3,"Partial","Yes","23-02-1977","Other","AllPub","NoAccess",220258,39332,7866370,"1977","2014"
"2431",2431,"P06527","Anna Nagar",1582,"31-07-2009",152,1,1,4,"Partial","No","02-08-2001","Housing","No_Sew_Water","NoAccess",381550,180176,10598610,"2001","2009"
"2432",2432,"P03190","Karapakkam",1454,"08-05-2011",72,2,2,4,"Partial","No","15-05-1983","Other","AllPub","Paved",339350,142884,8930250,"1983","2011"
"2433",2433,"P06186","Karapakkam",1226,"08-10-2009",138,1,1,3,"Family","Yes","18-10-1971","Other","AllPub","Paved",369103,78533,7853250,"1971","2009"
"2434",2434,"P03955","Karapakkam",949,"05-12-2010",129,1,1,3,"Family","No","07-12-2002","Housing","No_Sew_Water","NoAccess",186998,37400,4155500,"2002","2010"
"2435",2435,"P07273","Anna Nagar",1875,"01-01-2009",186,2,1,5,"Normal Sale","No","13-01-1964","Other","ELO","Gravel",408310,144884,13171300,"1964","2009"
"2436",2436,"P05832","KK Nagar",2152,"14-12-2009",143,3,2,5,"Adj Land","No","17-12-1996","Housing","No_Sew_Water","Paved",514878,120503,10954860,"1996","2009"
"2437",2437,"P02306","Adyar",1252,"27-10-2011",70,2,2,4,"Abnormal","No","05-11-1974","Other","No_Sew_Water","Paved",419630,53799,10759755,"1974","2011"
"2438",2438,"P04272","Anna Nagar",1601,"03-10-2010",94,1,1,4,"Abnormal","No","07-10-1993","Housing","AllPub","NoAccess",373857,87966,10995790,"1993","2010"
"2439",2439,"P04118","TNagar",1515,"03-11-2010",164,1,1,4,"Adj Land","Yes","10-11-1980","Other","No_Sew_Water","Paved",505084,227288,12627100,"1980","2010"
"2440",2440,"P06894","Velachery",1638,"26-04-2009",31,2,1,4,"Family","Yes","06-05-1969","Housing","No_Sew_Water","Gravel",412068,206034,10843900,"1969","2009"
"2441",2441,"P09712","Velachery",1979,"02-01-2006",58,3,2,5,"Partial","Yes","11-01-1969","Other","ELO","Gravel",389344,126537,9733590,"1969","2006"
"2442",2442,"P01743","KK Nagar",1647,"16-02-2012",111,2,1,4,"Partial","No","20-02-1996","Housing","No_Sew_Water","Gravel",317121,123325,8808920,"1996","2012"
"2443",2443,"P00803","Chromepet",1158,"13-07-2013",4,1,1,3,"Family","Yes","19-07-1988","Other","No_Sew_Water","Gravel",327199,137213,10554810,"1988","2013"
"2444",2444,"P06487","KK Nagar",2323,"09-08-2009",103,4,2,6,"Adj Land","No","12-08-1996","Other","No_Sew_Water","Gravel",482101,179066,13774320,"1996","2009"
"2445",2445,"P09882","Velachery",1901,"16-12-2004",180,3,2,5,"Abnormal","Yes","25-12-1968","Commercial","No_Sew_Water","Gravel",529723,317834,17657420,"1968","2004"
"2446",2446,"P01739","Karapakkam",1252,"16-02-2012",37,1,1,3,"Abnormal","Yes","20-02-1995","Housing","No_Sew_Water","Gravel",198020,153306,6387750,"1995","2012"
"2447",2447,"P05321","Velachery",1891,"18-03-2010",154,3,2,5,"Abnormal","Yes","26-03-1976","Other","No_Sew_Water","Paved",373374,210023,11667930,"1976","2010"
"2448",2448,"P04606","Anna Nagar",1816,"01-08-2010",38,2,1,5,"Partial","No","03-08-2000","Other","AllPub","Gravel",360969,227277,13369230,"2000","2010"
"2449",2449,"P02702","KK Nagar",1369,"15-08-2011",192,2,1,4,"Adj Land","Yes","18-08-1997","Housing","AllPub","Gravel",445379,267228,11134480,"1997","2011"
"2450",2450,"P07183","Chromepet",1167,"26-01-2009",110,1,1,3,"Normal Sale","Yes","05-02-1972","Other","AllPub","Paved",296160,105089,9553540,"1972","2009"
"2451",2451,"P07518","KK Nagar",1781,"16-10-2008",75,3,2,5,"Normal Sale","No","21-10-1991","Commercial","AllPub","Gravel",511358,207739,15979940,"1991","2008"
"2452",2452,"P00944","Anna Nagar",1512,"15-04-2013",141,1,1,4,"Normal Sale","No","26-04-1970","Commercial","AllPub","Paved",563777,205010,17084160,"1970","2013"
"2453",2453,"P00889","TNagar",1611,"22-05-2013",134,1,1,4,"Adj Land","No","26-05-1997","Commercial","AllPub","Gravel",704197,261559,20119920,"1997","2013"
"2454",2454,"P07935","Velachery",1856,"18-06-2008",22,3,2,5,"Adj Land","Yes","22-06-1993","Other","ELO","Paved",362132,98763,10973700,"1993","2008"
"2455",2455,"P08009","Anna Nagar",1539,"23-05-2008",123,1,1,4,"Family","No","28-05-1988","Housing","ELO","Paved",268909,64538,10756350,"1988","2008"
"2456",2456,"P04741","KK Nagar",1965,"06-07-2010",85,3,2,5,"Adj Land","Yes","09-07-1996","Housing","AllPub","Paved",565405,141351,11779280,"1996","2010"
"2457",2457,"P01159","Chromepet",788,"23-11-2012",6,1,1,2,"Adj Land","No","29-11-1990","Housing","No_Sew_Water","Gravel",214453,145828,8578100,"1990","2012"
"2458",2458,"P05656","Chromepet",848,"17-01-2010",6,1,1,3,"Abnormal","No","24-01-1981","Other","No_Sew_Water","NoAccess",203624,72254,6568510,"1981","2010"
"2459",2459,"P07103","Chromepet",987,"25-02-2009",90,1,1,3,"Family","Yes","28-02-1998","Commercial","ELO","NoAccess",357773,80787,11541050,"1998","2009"
"2460",2460,"P03838","Karapakkam",1021,"02-01-2011",177,1,1,3,"Family","Yes","14-01-1963","Housing","No_Sew_Water","Gravel",195194,79133,5275500,"1963","2011"
"2461",2461,"P00709","Chromepet",1282,"28-09-2013",170,2,1,4,"Abnormal","No","04-10-1988","Other","No_Sew_Water","Paved",269500,157983,9293090,"1988","2013"
"2462",2462,"P04866","Karapakkam",1254,"15-06-2010",119,1,1,3,"Normal Sale","No","24-06-1975","Housing","No_Sew_Water","Gravel",288463,75000,5769250,"1975","2010"
"2463",2463,"P08062","Velachery",1511,"05-05-2008",23,2,1,4,"Family","No","19-05-1953","Housing","No_Sew_Water","Paved",238121,64357,6435700,"1953","2008"
"2464",2464,"P06345","Adyar",920,"10-09-2009",136,1,1,3,"Normal Sale","Yes","18-09-1978","Other","No_Sew_Water","Paved",302175,38990,9747565,"1978","2009"
"2465",2465,"P09073","Adyar",700,"16-04-2007",68,1,1,2,"Abnormal","Yes","21-04-1986","Housing","No_Sew_Water","NoAccess",233584,96182,6870115,"1986","2007"
"2466",2466,"P07669","Velachery",1929,"06-09-2008",134,3,2,5,"Abnormal","No","10-09-1995","Housing","ELO","NoAccess",285536,71384,7931560,"1995","2008"
"2467",2467,"P07478","Velachery",1820,"27-10-2008",140,3,2,5,"Family","Yes","04-11-1977","Other","No_Sew_Water","NoAccess",288187,76850,9606220,"1977","2008"
"2468",2468,"P07143","KK Nagar",2039,"09-02-2009",158,3,2,5,"Normal Sale","No","12-02-1998","Other","No_Sew_Water","Paved",412482,206241,10854800,"1998","2009"
"2469",2469,"P06612","Adyar",935,"14-07-2009",43,1,1,3,"Abnormal","No","24-07-1970","Housing","No_Sew_Water","Gravel",203068,23890,5972585,"1970","2009"
"2470",2470,"P05291","Adyar",648,"24-03-2010",71,1,1,2,"Adj Land","No","27-03-1998","Housing","AllPub","Paved",216187,17529,5842880,"1998","2010"
"2471",2471,"P01937","KK Nagar",2034,"12-01-2012",165,3,2,5,"Family","No","15-01-1997","Housing","No_Sew_Water","Gravel",340395,260970,11346500,"1997","2012"
"2472",2472,"P08408","TNagar",1543,"11-01-2008",107,1,1,4,"Abnormal","No","14-01-1995","Housing","ELO","NoAccess",324871,56012,11202460,"1995","2008"
"2473",2473,"P08099","KK Nagar",2366,"27-04-2008",0,4,2,6,"Partial","No","03-05-1987","Commercial","AllPub","Gravel",603127,372519,17739020,"1987","2008"
"2474",2474,"P04435","Chromepet",876,"31-08-2010",35,1,1,3,"Adj Land","Yes","08-09-1976","Other","No_Sew_Water","Gravel",299797,31013,10337820,"1976","2010"
"2475",2475,"P01623","KK Nagar",1422,"08-03-2012",40,2,1,4,"Family","Yes","12-03-1998","Other","AllPub","Paved",357091,212325,9651120,"1998","2012"
"2476",2476,"P09336","Velachery",1877,"12-01-2007",30,3,2,5,"Normal Sale","No","25-01-1955","Housing","No_Sew_Water","Gravel",264367,167433,8812240,"1955","2007"
"2477",2477,"P05186","Karapakkam",916,"13-04-2010",109,1,1,3,"Abnormal","No","18-04-1991","Other","ELO","Gravel",304739,119246,6624750,"1991","2010"
"2478",2478,"P03545","KK Nagar",1462,"05-03-2011",83,2,1,4,"Partial","Yes","08-03-1999","Commercial","No_Sew_Water","Paved",646422,232712,12928440,"1999","2011"
"2479",2479,"P09281","Chromepet",859,"02-02-2007",11,1,1,3,"Abnormal","Yes","07-02-1986","Commercial","No_Sew_Water","Gravel",344544,61526,12305150,"1986","2007"
"2480",2480,"P06753","Chromepet",1098,"05-06-2009",63,1,1,3,"Normal Sale","Yes","06-06-2005","Commercial","No_Sew_Water","NoAccess",388739,67024,13404800,"2005","2009"
"2481",2481,"P05236","Karapakkam",1326,"04-04-2010",123,1,1,3,"Adj Land","Yes","13-04-1974","Other","No_Sew_Water","Gravel",397068,173717,8272250,"1974","2010"
"2482",2482,"P06101","Velachery",1866,"23-10-2009",145,3,2,5,"Abnormal","Yes","31-10-1979","Commercial","No_Sew_Water","NoAccess",621946,163670,16367000,"1979","2009"
"2483",2483,"P08615","Chromepet",1032,"21-10-2007",136,1,1,3,"Adj Land","No","28-10-1977","Other","AllPub","NoAccess",206168,23789,7929540,"1977","2007"
"2484",2484,"P05472","Karapakkam",579,"18-02-2010",152,1,1,2,"Family","Yes","19-02-2005","Other","No_Sew_Water","NoAccess",242493,73312,5639375,"2005","2010"
"2485",2485,"P04605","Karapakkam",1366,"01-08-2010",83,2,2,4,"Family","Yes","06-08-1988","Commercial","No_Sew_Water","Paved",382192,262757,11943500,"1988","2010"
"2486",2486,"P08296","KK Nagar",1830,"24-02-2008",141,3,2,5,"Adj Land","No","25-02-2001","Other","No_Sew_Water","Paved",435750,196087,10893740,"2001","2008"
"2487",2487,"P09590","Velachery",1912,"28-08-2006",0,3,2,5,"Partial","Yes","10-09-1954","Other","No_Sew_Water","Gravel",318570,74333,10618990,"1954","2006"
"2488",2488,"P06416","TNagar",1748,"24-08-2009",12,1,1,4,"Abnormal","No","25-08-2004","Other","No_Sew_Water","NoAccess",398702,96655,12081890,"2004","2009"
"2489",2489,"P05272","KK Nagar",2415,"27-03-2010",128,4,2,6,"Family","Yes","29-03-2000","Other","No_Sew_Water","Gravel",549530,267720,14090500,"2000","2010"
"2490",2490,"P00669","Anna Nagar",1887,"29-10-2013",172,2,1,5,"Abnormal","Yes","08-11-1975","Commercial","No_Sew_Water","Paved",850799,349046,21815360,"1975","2013"
"2491",2491,"P04100","Adyar",642,"08-11-2010",79,1,1,2,"Abnormal","Yes","16-11-1979","Commercial","AllPub","NoAccess",364754,121585,9352665,"1979","2010"
"2492",2492,"P03642","Chromepet",1210,"09-02-2011",144,2,1,4,"Abnormal","Yes","15-02-1988","Housing","AllPub","Paved",290149,182686,10746250,"1988","2011"
"2493",2493,"P03343","KK Nagar",2111,"11-04-2011",66,3,2,5,"Adj Land","Yes","13-04-2002","Other","No_Sew_Water","Gravel",611741,318615,12744600,"2002","2011"
"2494",2494,"P09915","Velachery",1574,"20-10-2004",120,2,1,4,"Adj Land","No","22-10-1999","Commercial","No_Sew_Water","NoAccess",408330,96078,12009700,"1999","2004"
