"","INT_SQFT","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","REG_FEE","COMMIS","SALES_PRICE","YEAR_BUILD","YEAR_SOLD","AREA_Adyar","AREA_AnnaNagar","AREA_Karapakkam","AREA_KKnagar","AREA_TNagar","AREA_Velachery","SALE_COND_Abnormal","SALE_COND_Family","SALE_COND_NormalSale","SALE_COND_Partial","PARK_FACIL_No","BUILDTYPE_Commercial","BUILDTYPE_Other","UTILITY_AVAIL_AllPub","UTILITY_AVAIL_ELO","STREET_Gravel","STREET_NoAccess"
"887",1780,9,1,1,4,433639,236530,13140580,1968,2007,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
"888",1513,72,2,1,4,312349,80090,8008950,1974,2009,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
"889",917,114,1,1,3,387768,112578,12508650,1983,2010,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"890",2157,133,3,2,5,592657,165944,11853140,1978,2008,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
"891",730,73,1,1,2,190554,39088,4886000,1965,2009,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
"892",1912,194,2,1,5,717649,337717,21107310,1994,2007,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
"893",2411,143,4,2,6,513342,200329,12520540,2003,2009,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
"894",1854,92,2,1,5,342508,144907,13173400,1976,2010,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"895",2075,6,3,2,5,374363,181833,10696080,1979,2008,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
"896",1239,166,1,1,3,216542,73941,5281500,1970,2010,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"897",890,97,1,1,3,328180,58904,8414875,1986,2011,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
"898",2471,92,4,2,6,623176,119332,13259060,1988,2010,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
"899",1303,147,1,1,3,305880,152940,8496660,1995,2008,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"900",1532,60,2,1,4,643461,254703,13405440,1999,2011,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"901",947,112,1,1,3,391922,87094,8709375,1981,2010,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"902",2271,46,4,2,6,571543,442485,18436880,1995,2009,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"903",1610,149,2,2,4,592308,141639,12876250,1984,2011,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"904",808,39,1,1,3,314954,95441,9544050,1999,2006,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
"905",1626,73,2,2,4,322269,142178,9478500,1984,2009,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"906",1596,93,2,1,4,418567,162026,13502160,1984,2012,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
"907",1653,27,2,1,4,460133,190787,11222760,2004,2009,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"908",1609,44,2,1,4,316426,86298,9588670,1999,2005,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"909",1503,64,1,1,4,575299,287650,17978100,1972,2007,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"910",1232,151,2,1,4,253020,121824,9371100,1991,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"911",1838,157,3,2,5,462236,175650,9244720,1993,2009,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"912",1511,72,2,1,4,247987,127345,6702360,1979,2012,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"913",1072,182,1,1,3,425474,180504,12893150,1985,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"914",1291,112,2,2,4,305053,20337,10168445,1984,2007,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"915",1771,37,1,1,4,322583,122359,11123540,1965,2007,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"916",709,129,1,1,2,251972,55994,9332280,1973,2009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"917",1886,53,2,1,5,477899,262074,15416110,1997,2011,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0
"918",1540,20,2,1,4,310629,130791,8174460,1959,2007,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"919",1712,42,1,1,4,696159,348080,19337750,1978,2013,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
"920",853,125,1,1,3,276423,148084,9872250,2002,2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"921",890,143,1,1,3,333281,126417,11492450,1977,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"922",934,24,1,1,3,245019,96257,8750680,1991,2013,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"923",1113,33,1,1,3,295732,109843,8449490,2006,2012,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"924",1183,179,1,1,3,491621,28093,14046320,2004,2012,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"925",527,147,1,1,2,232796,62079,5173250,1961,2010,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"926",996,92,1,1,3,255609,29493,9831120,1986,2013,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"927",1730,2,2,1,4,404743,117163,10651140,2002,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"928",1697,41,2,1,4,392670,228002,12666780,1996,2010,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"929",2260,101,4,2,6,375853,162870,12528440,1986,2008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"930",1754,184,1,1,4,453248,93316,13330820,1978,2008,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"931",1633,154,1,1,4,752727,328112,19300690,2001,2013,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"932",914,18,1,1,3,269122,65242,8155200,1978,2010,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"933",2457,179,4,2,6,486749,194700,13907120,1979,2008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"934",1946,135,2,1,5,656929,372260,21897640,2004,2011,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
"935",713,39,1,1,2,237956,69084,7676000,1986,2006,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"936",1179,162,1,1,3,331459,110486,10044200,2010,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"937",1770,138,2,1,4,264990,170962,8548080,1981,2005,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"938",1833,164,3,2,5,550942,188894,15741200,1966,2006,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"939",2335,19,4,2,6,577674,159782,12290940,1996,2008,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
"940",1122,32,1,1,3,254941,82481,7498275,1986,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"941",1866,137,2,1,5,374640,86455,14409230,1994,2014,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
"942",1635,196,2,2,4,527387,161445,10763000,1967,2011,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
"943",1514,6,1,1,4,349382,192762,12047650,1989,2008,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
"944",1242,196,2,2,4,356382,65649,9378485,1970,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"945",1861,1,2,1,5,372212,156089,12006850,1980,2010,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"946",1650,129,2,1,4,556852,271287,14278260,1997,2010,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"947",1802,64,3,2,5,248668,140912,8288940,1998,2010,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
"948",1594,154,2,1,4,355147,118382,9865200,1996,2006,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"949",1217,189,2,2,4,496254,170144,14178675,2004,2009,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
"950",1926,198,3,2,5,373918,118080,9839960,2001,2009,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
"951",1143,49,1,1,3,232342,63366,5280500,1974,2010,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"952",1129,124,1,1,3,239588,82934,9214930,1978,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"953",937,145,1,1,3,214395,123689,8245950,1984,2009,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"954",790,102,1,1,2,256547,43979,7329900,1966,2006,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"955",1215,199,2,2,4,543727,90621,15103540,1972,2008,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
"956",976,64,1,1,3,358311,71662,11943700,1989,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"957",604,156,1,1,2,246580,94838,6322560,1988,2012,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
"958",1672,194,2,1,4,414380,163571,10904740,1989,2011,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0
"959",2382,49,4,2,6,582166,418432,18192700,1986,2011,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
"960",1324,85,1,1,3,322657,89627,8962700,1983,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"961",1198,51,1,1,3,466356,116589,10599000,1975,2011,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"962",1347,41,2,2,4,405175,140571,8268875,1981,2012,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0
"963",1845,45,3,2,5,376053,170933,11395560,1982,2005,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"964",1569,66,2,2,4,334115,87925,8792500,1998,2010,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"965",1548,149,1,1,4,529978,79497,13249450,1991,2014,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
"966",1143,105,1,1,3,307087,102362,9305660,2006,2015,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"967",1127,185,1,1,3,239151,73585,9198100,1998,2012,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"968",585,101,1,1,2,195338,42974,3906750,1995,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"969",1823,69,3,2,5,376198,85988,10748500,1989,2011,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
"970",1891,64,3,2,5,775789,202380,16864980,1990,2008,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"971",1781,103,2,1,4,310062,166957,7950320,1953,2004,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
"972",2328,58,4,2,6,913666,466156,18646240,1986,2008,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"973",1958,154,3,2,5,341704,75934,9491790,1969,2006,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
"974",977,39,1,1,3,354763,149000,7095250,1996,2011,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"975",797,74,1,1,2,239253,111651,7975085,1969,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"976",700,66,1,1,2,223160,104606,6973750,1997,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"977",1483,21,2,2,4,351133,190615,10032375,2005,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"978",843,99,1,1,3,250013,125007,7812910,1974,2010,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
"979",1464,185,2,2,4,431460,134831,8988750,2006,2011,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"980",858,149,1,1,3,315582,47815,9563095,1995,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"981",1927,36,3,2,5,688403,229468,17651360,2001,2009,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"982",1664,90,1,1,4,416258,67138,13427680,1995,2013,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
"983",1293,136,2,2,4,327754,45521,9104275,2005,2010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"984",1681,93,1,1,4,677555,329621,18312300,2002,2007,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
"985",1073,163,1,1,3,253785,29283,9760960,1995,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"986",916,109,1,1,3,212274,87838,7319800,1992,2008,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
"987",1617,18,2,1,4,389353,97338,12167290,1981,2008,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
"988",2223,39,4,2,6,390709,260473,11839680,1994,2008,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"989",877,21,1,1,3,366588,63205,12640950,1979,2012,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"990",802,18,1,1,2,266305,187980,7832500,1985,2011,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
"991",2057,131,3,2,5,364673,91168,11396020,1987,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"992",1990,199,2,1,5,507533,268694,14927450,2008,2013,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"993",975,78,1,1,3,363484,123915,8261000,2002,2010,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"994",1519,115,1,1,4,654117,127189,18169910,1969,2007,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"995",1537,42,2,2,4,359860,147215,8178625,1984,2009,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"996",1502,164,2,2,4,273757,113509,6677000,1969,2010,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"997",1016,24,1,1,3,246464,91544,7041840,1972,2008,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"998",1502,64,1,1,4,320743,179239,9433610,1974,2012,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"999",1497,170,2,2,4,269441,146968,8164875,1994,2010,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1
"1000",850,179,1,1,3,223553,52601,6575100,1986,2006,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1001",1940,163,2,1,5,411770,85194,14198960,1967,2010,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
"1002",1523,79,2,2,4,290483,165990,6916250,1983,2012,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"1003",711,94,1,1,2,184282,101673,6354550,1975,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"1004",1671,62,2,1,4,286748,73525,7352510,1984,2007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1005",1293,73,2,1,4,392498,168214,14017800,1990,2006,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"1006",1615,106,2,2,4,565260,294918,12288250,1986,2009,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1007",1526,62,2,1,4,354564,90914,9091390,1982,2009,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
"1008",2296,170,4,2,6,487132,343858,14327400,1996,2010,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
"1009",1600,92,1,1,4,483649,235624,12401250,1983,2013,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"1010",1122,115,1,1,3,304571,140571,7809500,1990,2011,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
"1011",821,79,1,1,3,166962,40071,6678470,1972,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"1012",1678,19,2,1,4,563649,303503,14452540,1984,2006,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"1013",587,171,1,1,2,243701,67407,5185125,1981,2011,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"1014",613,74,1,1,2,216772,12387,6193485,1971,2010,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
"1015",714,92,1,1,2,203624,32580,8144950,1997,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1016",596,118,1,1,2,207576,138384,5766000,1990,2009,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0
"1017",1804,75,3,2,5,376211,232366,11065040,2001,2009,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
"1018",1058,111,1,1,3,437808,100331,9121000,1999,2010,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"1019",884,104,1,1,3,261060,67682,9668900,1999,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1020",2321,18,4,2,6,440358,112912,11291220,1987,2008,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"1021",1603,70,2,2,4,605333,281550,14077500,2003,2009,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1022",715,131,1,1,2,348864,95145,10571650,1997,2007,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"1023",1397,118,2,2,4,444960,177984,9888000,1963,2011,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"1024",1604,188,1,1,4,389564,246724,12985460,1985,2012,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1025",1533,195,2,1,4,513771,231197,12844280,1986,2010,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
"1026",1744,159,1,1,4,511785,138320,13832030,1995,2009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"1027",1097,132,1,1,3,228595,35168,8792100,1984,2006,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"1028",748,93,1,1,2,311090,139454,10727250,1978,2009,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
"1029",847,191,1,1,3,157627,15763,5254245,1984,2007,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
"1030",1535,50,1,1,4,581244,108983,18163890,1996,2008,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
"1031",1558,200,2,2,4,239624,77525,7047750,1967,2012,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1032",1696,63,2,1,4,303203,142127,9475100,1996,2011,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
"1033",1868,157,2,1,5,367011,131075,13107540,1992,2012,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"1034",591,8,1,1,2,175976,146647,5865875,2001,2010,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0
"1035",1539,39,1,1,4,372621,164392,10959440,1992,2008,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
"1036",1594,18,1,1,4,490900,167940,12918430,1969,2013,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1037",1074,140,1,1,3,435516,168587,14048900,1976,2006,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"1038",736,167,1,1,2,257920,82534,10316800,1999,2007,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
"1039",904,98,1,1,3,195796,31327,7831830,1975,2008,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"1040",802,107,1,1,3,415077,207538,12971150,2000,2009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1041",1445,111,2,2,4,307423,219588,8783500,1973,2011,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
"1042",1623,91,2,1,4,372476,206931,10346560,2003,2011,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
"1043",1978,193,2,1,5,401121,96822,13831750,1979,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1044",1546,105,2,2,4,375323,158470,8340500,1967,2012,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
"1045",1896,182,3,2,5,460302,230151,10461400,1997,2011,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
"1046",1673,47,2,1,4,797727,341883,16280140,1992,2009,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"1047",2334,153,4,2,6,836283,313606,17422560,2001,2009,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
"1048",1114,106,1,1,3,304085,101362,9214700,1976,2014,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"1049",776,97,1,1,2,263602,24713,8237550,2003,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1050",1675,185,2,2,4,359481,174294,10893375,2005,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1051",1590,39,1,1,4,765428,161143,20142850,1975,2010,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
"1052",1639,76,1,1,4,591142,374390,19704720,2008,2014,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0
"1053",1712,182,2,1,4,309236,65102,8137800,1961,2006,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"1054",1118,145,1,1,3,275585,33404,8351070,1974,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1055",792,93,1,1,2,361842,123788,9522150,1997,2007,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"1056",1190,37,1,1,3,317885,48164,9632875,1982,2007,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1057",1243,77,2,1,4,284081,142040,9469350,1991,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1058",1657,105,1,1,4,472532,157511,12116210,1996,2014,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
"1059",1008,84,1,1,3,233124,139874,9324960,1980,2012,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
"1060",1658,19,2,1,4,563446,183120,14086140,1985,2007,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"1061",1381,127,2,1,4,625417,119761,13306740,2002,2009,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
"1062",929,14,1,1,3,361841,169373,7698750,2003,2012,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
"1063",1166,31,1,1,3,262422,171584,10093170,2009,2014,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
"1064",1239,75,2,1,4,255297,127649,9819130,1977,2007,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1065",1231,120,2,1,4,239824,163080,9592970,1989,2011,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
"1066",1973,49,2,1,5,475737,73190,12198380,1975,2014,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
"1067",2244,98,4,2,6,593093,160629,12356100,1988,2009,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"1068",1577,113,2,2,4,287557,106998,6687375,1991,2009,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"1069",1854,5,2,1,5,433973,242514,12763900,1971,2010,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1070",1109,60,1,1,3,302356,171335,10078530,1997,2009,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"1071",1801,115,3,2,5,331070,165535,10345940,2003,2010,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
"1072",1257,35,2,1,4,426985,179058,13773700,1974,2012,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
"1073",531,41,1,1,2,154452,41438,3767125,1976,2010,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1
"1074",1380,185,2,2,4,396739,198369,8624750,1981,2010,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"1075",1758,14,2,1,4,292072,185864,8850660,1995,2008,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1076",1777,192,1,1,4,569512,113902,14237800,2007,2012,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"1077",1943,108,2,1,5,380125,267495,14078710,1986,2011,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"1078",1964,128,3,2,5,417532,139177,10705950,2005,2010,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"1079",1777,139,1,1,4,452446,268640,14138950,1977,2009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"1080",1751,99,1,1,4,401345,116179,10561720,1990,2011,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
"1081",1573,76,2,1,4,373472,186736,9336800,1988,2008,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1082",1438,27,2,1,4,495012,261256,13750340,1983,2010,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"1083",925,19,1,1,3,292021,82365,7487725,1975,2010,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"1084",1280,78,2,1,4,278205,171203,10700200,1997,2013,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
"1085",947,151,1,1,3,321531,8931,8931410,1994,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1086",1981,162,2,1,5,543029,139238,13923830,1974,2014,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
"1087",1554,169,2,1,4,377780,217224,9444500,1995,2010,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
"1088",1762,196,2,1,4,302593,142396,8899780,1972,2011,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"1089",1835,52,2,1,5,453793,113448,12605360,1988,2006,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"1090",1351,41,2,1,4,475908,128892,9914760,1984,2011,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"1091",750,33,1,1,2,198869,111367,7954750,1988,2011,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
"1092",1598,7,2,1,4,405712,183225,13087480,1961,2010,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
"1093",1856,52,3,2,5,348925,188608,9430410,1966,2004,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"1094",1584,11,2,1,4,261860,90014,8183130,1961,2010,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"1095",852,68,1,1,3,317515,41778,8355660,1988,2012,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
"1096",1650,14,2,2,4,411626,84436,10554500,1964,2010,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"1097",1606,40,2,2,4,370293,113355,7557000,2000,2012,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"1098",1152,80,1,1,3,370321,60052,10008685,1969,2008,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"1099",1763,79,2,1,4,499472,304556,12182240,1992,2011,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
