"","PRT_ID","AREA","INT_SQFT","DATE_SALE","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","DATE_BUILD","BUILDTYPE","UTILITY_AVAIL","STREET","MZZONE","REG_FEE","COMMIS","SALES_PRICE"
"1141","P01904","Karapakkam",1459,"17-01-2012",155,2,2,4,"AbNormal","Yes","25-01-1979","Others","NoSewr ","Gravel","RM",311651,155826,10388375
"1142","P06643","Chrompet",820,"08-07-2009",16,1,1,3,"AdjLand","No","15-07-1983","House","AllPub","Gravel","RL",214622,24764,8254700
"1143","P07495","KK Nagar",2434,"23-10-2008",28,4,2,6,"Partial","Yes","26-10-1996","Others","NoSeWa","Gravel","RM",459575,272873,14361720
"1144","P02240","Karapakkam",1647,"08-11-2011",61,2,2,4,"Family","Yes","11-11-1997","House","NoSewr ","No Access","RM",455952,199479,9499000
"1145","P05697","Karapakkam",847,"09-01-2010",36,1,1,2,"Family","Yes","17-01-1980","House","NoSeWa","No Access","RM",258932,122652,6814000
"1146","P00894","Anna Nagar",1863,"17-05-2013",132,2,1,5,"Partial","Yes","24-05-1985","Others","AllPub","Paved","RM",467564,90496,15082700
"1147","P08312","Adyar",1080,"17-02-2008",171,1,1,3,"Partial","Yes","18-02-2001","Others","NoSewr ","Paved","RL",326939,63278,10546405
"1148","P06459","Chrompet",1292,"13-08-2009",6,2,1,4,"Partial","No","15-08-2003","House","ELO","Paved","RM",263145,155938,9746100
"1149","P07897","KK Nagar",1883,"01-07-2008",97,3,2,5,"Family","Yes","09-07-1978","Others","AllPub","Gravel","RH",400675,137374,11447860
"1150","P09354","Velachery",1748,"07-01-2007",76,2,1,4,"Family","No","19-01-1958","Others","ELO","No Access","RM",342608,66618,9516880
"1151","P04244","Karapakkam",1621,"07-10-2010",9,2,2,4,"Normal Sale","No","16-10-1973","Others","NoSewr ","Paved","I",234984,151603,7580125
"1152","P07784","KK Nagar",2061,"04-08-2008",64,3,2,5,"Family","Yes","07-08-1999","House","NoSeWa","Paved","RL",500455,113740,11373980
"1153","P08326","Velachery",1521,"14-02-2008",78,2,1,4,"AdjLand","No","20-02-1982","Commercial","NoSeWa","No Access","RL",436632,231158,12842120
"1154","P03429","Chrompet",839,"29-03-2011",71,1,1,3,"Family","Yes","03-04-1988","Commercial","AllPub","Gravel","RH",291256,186404,11650250
"1155","P01162","Chrompet",1296,"20-11-2012",170,2,1,4,"AbNormal","No","22-11-2007","House","NoSewr ","Gravel","RH",306450,105342,9576550
"1156","P00818","Chrompet",1027,"04-07-2013",4,1,1,3,"Normal Sale","Yes","08-07-1999","Others","ELO","No Access","RL",268699,74124,9265490
"1157","P01897","KK Nagar",1921,"19-01-2012",28,3,2,5,"AdjLand","No","23-01-1995","Others","AllPub","Paved","RL",556393,124905,11354960
"1158","P01685","Adyar",855,"26-02-2012",117,1,1,3,"Normal Sale","Yes","07-03-1975","House","ELO","Gravel","I",234452,31260,7815055
"1159","P09756","Velachery",1857,"13-09-2005",170,3,2,5,"Partial","Yes","25-09-1959","Others","ELO","No Access","RL",336220,193581,10188470
"1160","P08273","Chrompet",920,"03-03-2008",67,1,1,3,"Normal Sale","Yes","12-03-1972","Others","AllPub","Paved","RL",257919,46057,9211400
"1161","P09879","Velachery",1781,"18-12-2004",109,2,1,4,"Normal Sale","No","31-12-1954","Commercial","AllPub","No Access","C",491862,122966,12296550
"1162","P04749","Anna Nagar",1658,"05-07-2010",110,1,1,4,"Partial","No","16-07-1966","House","NoSeWa","No Access","RH",240378,115382,9615130
"1163","P02966","Karapakkam",1611,"21-06-2011",28,2,2,4,"Normal Sale","Yes","02-07-1967","Commercial","ELO","Paved","RL",520659,190485,12699000
"1164","P02973","KK Nagar",1339,"21-06-2011",26,2,1,4,"AbNormal","Yes","22-06-2005","Others","NoSeWa","Gravel","RM",387965,266033,11084700
"1165","P06478","Karapakkam",876,"10-08-2009",140,1,1,2,"Family","Yes","17-08-1983","Others","NoSeWa","Paved","RH",338150,169075,6763000
"1166","P03448","Velachery",1880,"24-03-2011",149,3,2,5,"Normal Sale","No","28-03-1992","Commercial","NoSeWa","No Access","RL",572815,256259,15074080
"1167","P05342","Karapakkam",1227,"13-03-2010",95,1,1,3,"Normal Sale","Yes","20-03-1981","House","NoSeWa","No Access","A",248463,94416,4969250
"1168","P05064","Chrompet",918,"06-05-2010",99,1,1,3,"Normal Sale","No","13-05-1982","Others","ELO","Paved","RM",236133,148676,8745660
"1169","P00649","Chrompet",750,"09-11-2013",78,1,1,2,"Partial","Yes","15-11-1989","Commercial","ELO","Paved","RL",323268,114708,10428000
"1170","P00226","Anna Nagar",1631,"09-09-2014",137,1,1,4,"Family","No","20-09-1970","House","NoSeWa","Paved","RH",320043,175508,10323980
"1171","P04649","Karapakkam",782,"25-07-2010",71,1,1,2,"Family","No","05-08-1965","House","NoSeWa","Gravel","I",179182,62956,4842750
"1172","P01209","Chrompet",1258,"24-10-2012",73,2,1,4,"AdjLand","Yes","31-10-1985","Others","NoSewr ","No Access","RM",278873,122704,11154910
"1173","P04518","T Nagar",1536,"15-08-2010",5,1,1,4,"AdjLand","Yes","17-08-2002","Others","AllPub","No Access","RH",420911,204078,12754890
"1174","P06599","Karapakkam",643,"17-07-2009",167,1,1,2,"Normal Sale","No","27-07-1969","Commercial","AllPub","NoAccess","RL",266541,91014,6501000
"1175","P06369","Adyar",919,"04-09-2009",111,1,1,3,"Family","Yes","06-09-2000","Others","AllPub","No Access","RH",290490,105633,8802735
"1176","P01922","Karapakkam",1180,"14-01-2012",81,1,1,3,"Partial","No","18-01-1993","Others","NoSeWa","Gravel","RM",393237,75301,8366750
"1177","P02636","Adyar",1167,"30-08-2011",15,1,1,3,"AdjLand","No","31-08-2004","Others","NoSeWa","No Access","RM",366611,41898,10474605
"1178","P05798","Velachery",1698,"20-12-2009",47,2,1,4,"AbNormal","Yes","29-12-1975","Others","AllPub","Paved","RH",388845,94584,10509330
"1179","P09534","Adyar",1051,"21-10-2006",38,1,1,3,"AdjLand","No","28-10-1978","Others","ELO","Gravel","C",291262,121359,8090620
"1180","P00794","Chrompet",881,"18-07-2013",79,1,1,3,"AdjLand","No","19-07-2008","Others","NoSewr ","Gravel","RH",253313,61144,8734920
"1181","P02238","Karapakkam",1042,"08-11-2011",82,1,1,3,"AdjLand","Yes","17-11-1972","House","ELO","Paved","I",318463,82800,6369250
"1182","P09804","Velachery",1954,"05-06-2005",24,3,2,5,"Family","No","13-06-1973","House","AllPub","Gravel","I",284533,75876,9484440
"1183","P08028","Adyar",919,"16-05-2008",147,1,1,3,"AdjLand","No","26-05-1968","House","NoSeWa","Gravel","RM",297930,130344,9310300
"1184","P06187","Karapakkam",1287,"08-10-2009",19,1,1,3,"AdjLand","No","12-10-1992","Commercial","NoSewr ","Paved","C",324126,120390,9260750
"1185","P00412","Anna Nagar",1793,"05-05-2014",90,1,1,4,"Partial","Yes","07-05-2005","House","NoSewr ","Paved","RL",382402,158235,13186280
"1186","P08090","KK Nagar",1814,"30-04-2008",159,3,2,5,"Partial","Yes","05-05-1991","Commercial","AllPub","Paved","RM",520696,341707,16271740
"1187","P09649","Velachery",1889,"29-04-2006",117,3,2,5,"AbNormal","No","08-05-1970","House","NoSeWa","No Access","C",263209,73114,7311370
"1188","P01795","Velachery",1642,"07-02-2012",80,2,1,4,"Partial","No","18-02-1968","Commercial","NoSewr ","No Access","I",384571,221420,11653680
"1189","P06266","Velachery",1910,"25-09-2009",28,3,2,5,"AdjLand","No","28-09-1999","Commercial","NoSewr ","Gravel","I",522441,284968,15831550
"1190","P03264","Chrompet",990,"24-04-2011",11,1,1,3,"Partial","No","26-04-2000","House","NoSeWa","No Access","RL",197161,124138,7302250
"1191","P04297","KK Nagar",1842,"28-09-2010",150,3,2,5,"AbNormal","Yes","04-10-1985","Others","NoSeWa","Paved","RM",369047,238095,11904740
"1192","P02528","Karapakkam",825,"16-09-2011",50,1,1,2,"Partial","No","20-09-1994","Commercial","NoSewr ","Gravel","RM",353619,120975,9305750
"1193","P03724","Chrompet",802,"24-01-2011",157,1,1,3,"Normal Sale","Yes","26-01-2001","House","AllPub","Paved","RL",277027,121199,8657100
"1194","P03399","Karapakkam",858,"02-04-2011",160,1,1,2,"Normal Sale","No","05-04-1999","Others","AllPub","Gravel","C",207265,140044,5601750
"1195","P06847","KK Nagar",1499,"07-05-2009",130,2,1,4,"Normal Sale","Yes","13-05-1987","Others","NoSewr ","Paved","RH",430726,215363,9789220
"1196","P00233","Anna Nagar",1828,"05-09-2014",26,2,1,5,"Partial","Yes","15-09-1975","Commercial","AllPub","No Access","RM",782091,267557,20581330
"1197","P08554","Chrompet",717,"09-11-2007",100,1,1,2,"Family","Yes","15-11-1983","House","NoSewr ","Gravel","RH",239481,84977,7725200
"1198","P04935","Karapakkam",504,"31-05-2010",133,1,1,2,"Family","No","02-06-2002","Others","AllPub","Gravel","RM",287779,161437,7019000
"1199","P06900","Anna Nagar",1823,"24-04-2009",11,2,1,5,"Partial","Yes","30-04-1985","House","ELO","Gravel","RL",388891,227971,13410030
"1200","P03180","KK Nagar",1721,"11-05-2011",33,2,1,4,"Normal Sale","Yes","18-05-1981","House","AllPub","Paved","RL",377378,254985,10199400
"1201","P08707","T Nagar",1734,"14-09-2007",28,1,1,4,"AbNormal","No","25-09-1962","Commercial","NoSewr ","Paved","RL",756758,227027,18918950
"1202","P04733","Chrompet",787,"08-07-2010",147,1,1,2,"Partial","Yes","16-07-1979","Commercial","ELO","Gravel","RM",351104,140441,11703450
"1203","P06236","Chrompet",1265,"01-10-2009",30,2,1,4,"AdjLand","No","07-10-1985","House","ELO","Gravel","RL",253115,165498,9735200
"1204","P09917","Velachery",1967,"17-10-2004",142,3,2,5,"AbNormal","No","26-10-1971","House","AllPub","Paved","RM",368112,108268,10826810
"1205","P01523","Chrompet",1008,"25-03-2012",148,1,1,3,"AdjLand","Yes","28-03-2002","Commercial","NoSewr ","Paved","RH",399730,38684,12894500
"1206","P00213","Chrompet",1120,"18-09-2014",166,1,1,3,"Partial","Yes","27-09-1977","Commercial","ELO","No Access","RM",356636,211340,13208750
"1207","P09213","Anna Nagar",1952,"23-02-2007",53,2,1,5,"AdjLand","Yes","05-03-1965","Commercial","AllPub","No Access","RH",693887,126161,21026890
"1208","P03141","Karapakkam",1100,"18-05-2011",199,1,1,3,"AdjLand","No","29-05-1964","Others","NoSewr ","Gravel","A",179479,135969,5438750
"1209","P06810","Adyar",1098,"16-05-2009",18,1,1,3,"Partial","Yes","25-05-1975","House","AllPub","Gravel","RM",337805,63338,10556410
"1210","P05973","KK Nagar",1470,"18-11-2009",3,2,1,4,"AbNormal","No","22-11-1992","House","NoSewr ","Gravel","RL",375697,164940,9163340
"1211","P08564","Chrompet",970,"06-11-2007",152,1,1,3,"Partial","Yes","10-11-1990","House","ELO","No Access","RH",216449,67174,7463750
"1212","P04186","KK Nagar",1432,"21-10-2010",111,2,1,4,"AdjLand","Yes","28-10-1983","Others","NoSewr ","Gravel","RM",344687,183833,11489580
"1213","P01692","Karapakkam",790,"25-02-2012",119,1,1,2,"AdjLand","No","01-03-1994","Commercial","AllPub","Paved","A",231895,85435,6102500
"1214","P03529","Chrompet",1149,"08-03-2011",52,1,1,3,"AdjLand","No","09-03-2006","Commercial","AllPub","Paved","RL",398296,233484,13734350
"1215","P05819","Chrompet",762,"17-12-2009",154,1,1,2,"AbNormal","No","24-12-1983","House","NoSewr ","Paved","RL",204076,56297,7037100
"1216","P01093","Chrompet",847,"31-12-2012",6,1,1,3,"Family","Yes","09-01-1978","House","AllPub","Paved","RM",223286,107177,8931450
"1217","P07580","Velachery",1954,"27-09-2008",131,3,2,5,"Normal Sale","Yes","04-10-1981","House","AllPub","Gravel","C",304545,101515,10151490
"1218","P05723","KK Nagar",2232,"04-01-2010",172,4,2,6,"Normal Sale","Yes","07-01-1999","Others","NoSeWa","Gravel","RM",591119,225188,14074260
"1219","P04389","Anna Nagar",1587,"11-09-2010",37,1,1,4,"Family","Yes","21-09-1970","Commercial","AllPub","No Access","RH",683649,105177,17529450
"1220","P03062","T Nagar",1891,"02-06-2011",100,2,1,5,"Family","Yes","05-06-1996","Commercial","AllPub","Paved","RH",575844,170620,21327550
"1221","P03678","KK Nagar",1916,"02-02-2011",193,3,2,5,"Family","No","08-02-1988","Others","AllPub","Gravel","RH",500831,95904,10655980
"1222","P01694","Velachery",1622,"25-02-2012",62,2,1,4,"Partial","Yes","02-03-1991","Others","NoSewr ","Paved","RL",359784,190474,10581870
"1223","P02568","Velachery",1812,"10-09-2011",41,3,2,5,"AbNormal","No","11-09-2004","Commercial","AllPub","Paved","RH",542691,120598,15074740
"1224","P07023","Adyar",1010,"20-03-2009",121,1,1,3,"Partial","Yes","25-03-1989","Others","NoSeWa","No Access","RM",304343,39270,9817500
"1225","P08593","T Nagar",1526,"28-10-2007",80,1,1,4,"Normal Sale","Yes","01-11-1991","Commercial","AllPub","No Access","RH",530201,194407,17673370
"1226","P04290","Chrompet",775,"29-09-2010",34,1,1,2,"Normal Sale","No","09-10-1971","House","NoSeWa","Gravel","RH",211304,105652,6603250
"1227","P05709","Karapakkam",1239,"07-01-2010",78,1,1,3,"Family","Yes","11-01-1996","Others","AllPub","No Access","A",184376,47581,5947625
"1228","P07575","Anna Nagar",1538,"29-09-2008",94,1,1,4,"AbNormal","No","09-10-1971","House","NoSewr ","No Access","RH",287791,163082,9593040
"1229","P07988","Anna Nagar",1853,"30-05-2008",142,2,1,5,"Normal Sale","No","08-06-1972","Commercial","ELO","Paved","RM",759431,389978,20525170
"1230","P03542","Velachery",1536,"05-03-2011",37,2,1,4,"Family","Yes","12-03-1982","Commercial","ELO","No Access","RH",517869,220094,12946730
"1231","P08080","KK Nagar",2241,"03-05-2008",10,4,2,6,"Family","Yes","10-05-1983","House","AllPub","Paved","RM",477329,238665,12561300
"1232","P04024","Velachery",1709,"23-11-2010",153,2,1,4,"Partial","Yes","02-12-1974","House","NoSeWa","Paved","C",300949,138274,8133770
"1233","P06953","Chrompet",1282,"09-04-2009",137,2,1,4,"Partial","No","11-04-2001","Commercial","NoSeWa","Gravel","RM",471051,106366,15195200
"1234","P04836","Karapakkam",1319,"21-06-2010",55,1,1,3,"Normal Sale","No","01-07-1970","House","NoSeWa","No Access","C",161381,109170,4746500
"1235","P08875","Adyar",994,"14-07-2007",14,1,1,3,"Normal Sale","Yes","22-07-1974","House","NoSeWa","Gravel","RM",352984,83055,10381895
"1236","P00591","Chrompet",782,"15-12-2013",192,1,1,2,"Partial","No","23-12-1981","Others","AllPub","Paved","RL",212986,88132,7344340
"1237","P05392","KK Nagar",2235,"05-03-2010",21,4,2,6,"AdjLand","No","09-03-1993","Commercial","NoSeWa","Paved","RM",891866,455034,18201340
"1238","P04324","Adyar",650,"22-09-2010",159,1,1,2,"AdjLand","Yes","27-09-1989","House","NoSewr ","Paved","RM",299640,90800,9080015
"1239","P03831","Anna Nagar",1677,"04-01-2011",55,1,1,4,"Family","No","14-01-1969","House","AllPub","Paved","RH",414067,84937,10617090
"1240","P06758","Adyar",684,"03-06-2009",82,1,1,2,"Family","No","12-06-1974","Others","NoSeWa","Paved","A",173885,64063,4575925
"1241","P00987","Chrompet",1128,"18-03-2013",41,1,1,3,"Partial","Yes","20-03-2004","House","AllPub","No Access","RM",303960,49026,9805150
"1242","P06469","KK Nagar",1360,"12-08-2009",157,2,1,4,"Normal Sale","Yes","17-08-1991","Commercial","NoSewr ","Paved","RH",492311,214597,12623360
"1243","P05909","Chrompet",895,"01-12-2009",193,1,1,3,"AbNormal","Yes","07-12-1986","Others","NoSeWa","Gravel","RL",295535,38134,9533400
"1244","P02246","Chrompet",1227,"07-11-2011",104,2,1,4,"Normal Sale","Yes","14-11-1980","Others","ELO","Paved","RL",314977,157489,10499240
"1245","P08659","T Nagar",1720,"02-10-2007",187,1,1,4,"Family","No","03-10-2000","House","NoSewr ","Paved","RH",388983,125848,11440690
"1246","P02054","Karapakkam",1003,"18-12-2011",42,1,1,3,"AdjLand","No","21-12-1998","House","ELO","Paved","RL",282570,84771,7064250
"1247","P03753","KK Nagar",2114,"16-01-2011",106,3,2,5,"AbNormal","No","21-01-1991","Commercial","NoSeWa","Gravel","RL",778771,406315,16929800
"1248","P01032","Chrompet",973,"07-02-2013",155,1,1,3,"AdjLand","Yes","15-02-1984","House","NoSeWa","Paved","RH",245263,143775,8457350
"1249","P07331","Velachery",1655,"18-12-2008",139,2,1,4,"AdjLand","Yes","26-12-1976","House","NoSewr ","Paved","C",314127,174515,8725740
"1250","P08477","Adyar",910,"17-12-2007",141,1,1,3,"Normal Sale","No","26-12-1969","House","NoSewr ","Gravel","C",208434,45595,6513570
"1251","P09338","Adyar",840,"12-01-2007",97,1,1,3,"Normal Sale","Yes","21-01-1972","House","NoSeWa","No Access","RM",274318,34290,8572425
"1252","P06550","KK Nagar",1835,"26-07-2009",194,3,2,5,"Family","No","29-07-1996","Commercial","NoSeWa","Paved","RM",526771,247892,15493260
"1253","P00918","Chrompet",1001,"02-05-2013",1,1,1,3,"AdjLand","No","05-05-2000","Others","AllPub","Gravel","RL",272281,77795,9724320
"1254","P04151","Anna Nagar",1646,"27-10-2010",94,1,1,4,"AbNormal","Yes","29-10-2000","Commercial","AllPub","Paved","RM",800245,389863,20519100
"1255","P02861","Chrompet",907,"10-07-2011",38,1,1,3,"AdjLand","No","16-07-1984","Others","ELO","Gravel","RL",286305,107364,8947040
"1256","P08174","Adyar",809,"01-04-2008",171,1,1,3,"Partial","Yes","04-04-1999","Others","ELO","Paved","RL",361745,108524,9043635
"1257","P01460","Chrompet",1278,"22-04-2012",99,2,1,4,"Normal Sale","No","29-04-1986","Commercial","AllPub","Gravel","RL",394127,145973,14597300
"1258","P07573","Chrompet",1051,"29-09-2008",66,1,1,3,"Normal Sale","No","04-10-1989","Others","NoSeWa","Gravel","RL",251373,55861,9310120
"1259","P06761","Adyar",1054,"02-06-2009",59,1,1,3,"Normal Sale","No","05-06-1997","Others","NoSewr ","No Access","I",239942,15480,7740080
"1260","P05344","Karapakkam",971,"13-03-2010",161,1,1,3,"AdjLand","Yes","16-03-1999","Commercial","AllPub","Paved","C",408400,142052,8878250
"1261","P07249","KK Nagar",1956,"07-01-2009",103,3,2,5,"Normal Sale","No","15-01-1980","Commercial","AllPub","Gravel","RM",516993,150095,16677180
"1262","P09099","Anna Nagar",1921,"07-04-2007",106,2,1,5,"AdjLand","Yes","17-04-1967","Others","NoSeWa","No Access","RL",457635,257419,14301080
"1263","P01598","Karapakkam",947,"11-03-2012",102,1,1,3,"AbNormal","Yes","23-03-1965","Others","NoSeWa","Gravel","A",171240,104954,5523875
"1264","P07521","Velachery",1514,"14-10-2008",67,2,1,4,"Normal Sale","Yes","24-10-1968","Others","AllPub","No Access","C",285565,111053,7932350
"1265","P05384","Karapakkam",1125,"05-03-2010",176,1,1,3,"AbNormal","No","15-03-1969","Commercial","ELO","No Access","RH",306765,193746,8072750
"1266","P04156","Karapakkam",1394,"25-10-2010",60,2,2,4,"AdjLand","Yes","05-11-1967","House","AllPub","No Access","I",243679,111396,6962250
"1267","P06499","Karapakkam",1609,"05-08-2009",60,2,2,4,"Family","No","10-08-1989","Commercial","AllPub","Paved","RM",428241,129770,12977000
"1268","P04076","T Nagar",1916,"13-11-2010",166,2,1,5,"Partial","No","15-11-2003","House","ELO","Gravel","RL",342548,184449,13174940
"1269","P00978","Chrompet",1015,"22-03-2013",24,1,1,3,"Normal Sale","No","24-03-2005","House","NoSeWa","No Access","RL",255486,92904,7742000
"1270","P00555","Chrompet",835,"07-01-2014",124,1,1,3,"Partial","No","15-01-1984","Others","NoSewr ","Paved","RH",230883,83957,6996450
"1271","P01150","Anna Nagar",1617,"27-11-2012",128,1,1,4,"Normal Sale","No","06-12-1976","House","AllPub","No Access","RM",329667,181885,11367820
"1272","P01579","T Nagar",1901,"15-03-2012",75,2,1,5,"Normal Sale","No","20-03-1993","House","NoSeWa","Gravel","RM",448049,238026,14001530
"1273","P00602","Anna Nagar",1548,"05-12-2013",81,1,1,4,"Partiall","Yes","15-12-1974","Commercial","ELO","Paved","RM",557957,111591,18598580
"1274","P00021","Anna Nagar",1660,"07-02-2015",50,1,1,4,"Family","Yes","15-02-1982","House","NoSeWa","No Access","RL",371792,174278,11618510
"1275","P04742","Karapakkam",890,"05-07-2010",163,1,1,3,"AdjLand","Yes","09-07-1994","Others","ELO","Gravel","C",322356,120884,6715750
"1276","P09137","Chrompet",956,"24-03-2007",134,1,1,3,"Family","Yes","31-03-1978","Commercial","AllPub","Paved","RH",296124,130294,11844950
"1277","P09264","Velachery",1841,"07-02-2007",37,3,2,5,"AdjLand","Yes","19-02-1960","House","AllPub","Gravel","RL",356258,183875,11492190
"1278","P03499","Chrompet",1280,"16-03-2011",185,2,1,4,"Family","No","17-03-2004","Commercial","NoSeWa","No Access","RM",396308,127385,14153850
"1279","P05469","Anna Nagar",1636,"19-02-2010",66,1,1,4,"Family","Yes","24-02-1990","Others","NoSewr ","No Access","RM",498902,256193,13483830
"1280","P02419","KK Nagar",2204,"08-10-2011",126,3,2,5,"Normal Sale","Yes","10-10-2002","Others","NoSeWa","Paved","RH",490282,208370,12257060
"1281","P04073","Karapakkam",1203,"13-11-2010",199,1,1,3,"Normal Sale","Yes","16-11-1999","Others","AllPub","No Access","A",282793,144405,6016875
